Average,,7.113mV,0.883uA(F),0.921uA,1.002uA(F),2.652V,2.780V,2.652V,116.7V,116.8V,-0.07,-4.69Over(F),-0.00mA,5.654mR,Over,0.784V,Over,0.863V,Over,5.718nA,8.206nA(F),9.955nA,0.188nA,2.644V,-3.91nA,4.911nA,
STDEV,,7.7641,7.5549,0.2643,4.3391,0.0808,0.0843,0.0808,3.4019,3.4080,0.1363,4.6481,0.0002,0.3120,0.0000,0.0422,0.0000,0.0464,0.0000,2.4127,9.0020,0.6647,0.1676,0.1794,0.3247,0.3891,
Min Data,,003.5mV,-402.1uA,-000.2uA,------,------,------,------,113.7V,112.3V,-000.5,-290.2nA,-0.001mA,------,------,------,------,0.859V,------,004.0nA,005.8nA,9.999nA,-000.2nA,2.592V,-005.9nA,004.8nA,
Max Data,,175.3mV,237.4uA,002.1uA,269.4uA,2.735V,2.864V,2.735V,120.1V,120.2V,003.0,,0.000mA,5.932mR,------,0.797V,------,0.878V,------,021.2nA,426.2nA,9.999nA,000.9nA,2.734V,-003.7nA,005.9nA,

Serial#,Bin# 
614,1,1.330E-002,1.200E-006,6.000E-007,8.000E-007,2.623E+000,2.751E+000,2.624E+000,1.179E+002,1.180E+002,1.000E-001,4.500E-009,0.000E+000,5.690E-003,0.000E+000,7.880E-001,0.000E+000,8.690E-001,0.000E+000,4.400E-009,7.500E-009,9.999E-009,1.000E-010,2.624E+000,4.000E-009,5.000E-009,
615,1,6.700E-003,8.000E-007,5.000E-007,9.000E-007,2.613E+000,2.741E+000,2.613E+000,1.177E+002,1.179E+002,2.000E-001,4.400E-009,0.000E+000,5.730E-003,0.000E+000,7.920E-001,0.000E+000,8.700E-001,0.000E+000,5.100E-009,7.000E-009,9.999E-009,3.000E-010,2.615E+000,3.900E-009,4.700E-009,
616,1,8.000E-003,1.200E-006,1.100E-006,8.000E-007,2.638E+000,2.766E+000,2.638E+000,1.182E+002,1.184E+002,2.000E-001,4.800E-009,0.000E+000,5.768E-003,0.000E+000,7.900E-001,0.000E+000,8.710E-001,0.000E+000,4.200E-009,8.500E-009,9.999E-009,2.000E-010,2.638E+000,4.000E-009,5.000E-009,
617,1,5.600E-003,1.400E-006,1.200E-006,1.000E-006,2.631E+000,2.759E+000,2.631E+000,1.181E+002,1.182E+002,1.000E-001,4.600E-009,1.000E-006,5.674E-003,0.000E+000,7.910E-001,0.000E+000,8.720E-001,0.000E+000,4.500E-009,1.110E-008,9.999E-009,0.000E+000,2.633E+000,4.200E-009,4.900E-009,
618,1,9.100E-003,1.600E-006,8.000E-007,9.000E-007,2.627E+000,2.754E+000,2.626E+000,1.184E+002,1.185E+002,1.000E-001,4.600E-009,0.000E+000,5.742E-003,0.000E+000,7.910E-001,0.000E+000,8.710E-001,0.000E+000,4.100E-009,5.900E-009,9.999E-009,3.000E-010,2.628E+000,3.900E-009,4.800E-009,
619,1,6.700E-003,9.000E-007,1.000E-006,1.000E-006,2.651E+000,2.780E+000,2.651E+000,1.170E+002,1.172E+002,2.000E-001,4.400E-009,0.000E+000,5.678E-003,0.000E+000,7.900E-001,0.000E+000,8.700E-001,0.000E+000,3.900E-009,7.000E-009,9.999E-009,2.000E-010,2.652E+000,3.800E-009,5.000E-009,
620,1,5.100E-003,8.000E-007,1.000E-006,9.000E-007,2.613E+000,2.740E+000,2.612E+000,1.178E+002,1.179E+002,1.000E-001,4.600E-009,0.000E+000,5.716E-003,0.000E+000,7.890E-001,0.000E+000,8.670E-001,0.000E+000,5.400E-009,8.800E-009,9.999E-009,1.000E-010,2.614E+000,3.900E-009,4.600E-009,
621,1,5.300E-003,8.000E-007,1.200E-006,1.000E-006,2.611E+000,2.740E+000,2.611E+000,1.182E+002,1.182E+002,0.000E+000,4.200E-009,0.000E+000,5.745E-003,0.000E+000,7.910E-001,0.000E+000,8.730E-001,0.000E+000,4.500E-009,6.600E-009,9.999E-009,3.000E-010,2.613E+000,3.600E-009,4.700E-009,
622,1,5.700E-003,7.000E-007,1.000E-006,9.000E-007,2.613E+000,2.741E+000,2.612E+000,1.174E+002,1.172E+002,2.000E-001,4.800E-009,0.000E+000,5.712E-003,0.000E+000,7.900E-001,0.000E+000,8.690E-001,0.000E+000,4.200E-009,8.200E-009,9.999E-009,0.000E+000,2.615E+000,3.900E-009,4.500E-009,
623,1,3.700E-003,1.200E-006,7.000E-007,9.000E-007,2.613E+000,2.740E+000,2.615E+000,1.178E+002,1.180E+002,2.000E-001,4.800E-009,0.000E+000,5.700E-003,0.000E+000,7.880E-001,0.000E+000,8.660E-001,0.000E+000,5.200E-009,8.400E-009,9.999E-009,0.000E+000,2.615E+000,4.300E-009,5.000E-009,
624,1,5.100E-003,6.000E-007,8.000E-007,9.000E-007,2.605E+000,2.732E+000,2.604E+000,1.178E+002,1.179E+002,1.000E-001,4.400E-009,0.000E+000,5.684E-003,0.000E+000,7.910E-001,0.000E+000,8.690E-001,0.000E+000,6.000E-009,7.300E-009,9.999E-009,3.000E-010,2.605E+000,3.900E-009,5.000E-009,
625,1,5.000E-003,7.000E-007,6.000E-007,9.000E-007,2.605E+000,2.734E+000,2.606E+000,1.146E+002,1.150E+002,4.000E-001,4.700E-009,0.000E+000,5.649E-003,0.000E+000,7.900E-001,0.000E+000,8.690E-001,0.000E+000,4.500E-009,8.000E-009,9.999E-009,1.000E-010,2.607E+000,4.300E-009,5.000E-009,
626,1,5.500E-003,1.000E-006,9.000E-007,1.100E-006,2.615E+000,2.744E+000,2.615E+000,1.170E+002,1.172E+002,2.000E-001,5.000E-009,0.000E+000,5.620E-003,0.000E+000,7.900E-001,0.000E+000,8.680E-001,0.000E+000,7.500E-009,8.600E-009,9.999E-009,2.000E-010,2.616E+000,4.200E-009,5.000E-009,
627,1,3.900E-003,1.200E-006,8.000E-007,1.000E-006,2.606E+000,2.733E+000,2.606E+000,1.175E+002,1.175E+002,0.000E+000,4.600E-009,1.000E-006,5.674E-003,0.000E+000,7.880E-001,0.000E+000,8.670E-001,0.000E+000,7.400E-009,6.800E-009,9.999E-009,2.000E-010,2.607E+000,3.900E-009,5.200E-009,
628,1,4.200E-003,1.500E-006,1.000E-006,1.000E-006,2.632E+000,2.759E+000,2.632E+000,1.168E+002,1.170E+002,2.000E-001,4.300E-009,0.000E+000,5.665E-003,0.000E+000,7.890E-001,0.000E+000,8.660E-001,0.000E+000,6.100E-009,6.900E-009,9.999E-009,3.000E-010,2.633E+000,3.900E-009,5.000E-009,
629,1,5.900E-003,8.000E-007,9.000E-007,9.000E-007,2.623E+000,2.750E+000,2.622E+000,1.169E+002,1.170E+002,1.000E-001,4.500E-009,0.000E+000,5.648E-003,0.000E+000,7.890E-001,0.000E+000,8.690E-001,0.000E+000,6.700E-009,7.600E-009,9.999E-009,0.000E+000,2.624E+000,4.000E-009,5.000E-009,
630,1,4.700E-003,1.000E-006,6.000E-007,1.100E-006,2.623E+000,2.750E+000,2.623E+000,1.173E+002,1.172E+002,1.000E-001,4.400E-009,0.000E+000,5.562E-003,0.000E+000,7.910E-001,0.000E+000,8.700E-001,0.000E+000,8.900E-009,7.100E-009,9.999E-009,2.000E-010,2.625E+000,4.000E-009,4.600E-009,
631,1,4.800E-003,1.100E-006,1.200E-006,1.000E-006,2.642E+000,2.771E+000,2.643E+000,1.170E+002,1.170E+002,0.000E+000,4.300E-009,0.000E+000,5.682E-003,0.000E+000,7.910E-001,0.000E+000,8.680E-001,0.000E+000,5.400E-009,8.300E-009,9.999E-009,1.000E-010,2.644E+000,3.900E-009,4.700E-009,
632,1,8.400E-003,1.000E-006,1.000E-006,9.000E-007,2.634E+000,2.763E+000,2.634E+000,1.172E+002,1.173E+002,1.000E-001,4.400E-009,0.000E+000,5.589E-003,0.000E+000,7.910E-001,0.000E+000,8.710E-001,0.000E+000,7.200E-009,9.000E-009,9.999E-009,0.000E+000,2.635E+000,4.200E-009,4.600E-009,
633,1,6.500E-003,1.000E-006,8.000E-007,9.000E-007,2.654E+000,2.782E+000,2.653E+000,1.170E+002,1.170E+002,0.000E+000,4.400E-009,0.000E+000,5.616E-003,0.000E+000,7.910E-001,0.000E+000,8.720E-001,0.000E+000,4.600E-009,6.900E-009,9.999E-009,2.000E-010,2.655E+000,3.800E-009,4.800E-009,
634,1,4.300E-003,1.000E-006,1.100E-006,9.000E-007,2.644E+000,2.772E+000,2.645E+000,1.171E+002,1.171E+002,0.000E+000,4.400E-009,0.000E+000,5.634E-003,0.000E+000,7.900E-001,0.000E+000,8.670E-001,0.000E+000,7.200E-009,6.200E-009,9.999E-009,4.000E-010,2.646E+000,3.700E-009,4.800E-009,
635,1,6.200E-003,8.000E-007,6.000E-007,1.000E-006,2.631E+000,2.759E+000,2.631E+000,1.173E+002,1.173E+002,0.000E+000,4.500E-009,0.000E+000,5.606E-003,0.000E+000,7.900E-001,0.000E+000,8.680E-001,0.000E+000,9.000E-009,6.100E-009,9.999E-009,3.000E-010,2.632E+000,3.900E-009,4.900E-009,
636,1,6.400E-003,1.000E-006,1.000E-006,1.100E-006,2.674E+000,2.802E+000,2.675E+000,1.171E+002,1.172E+002,1.000E-001,4.700E-009,0.000E+000,5.710E-003,0.000E+000,7.910E-001,0.000E+000,8.690E-001,0.000E+000,4.900E-009,8.500E-009,9.999E-009,0.000E+000,2.676E+000,4.200E-009,4.800E-009,
637,1,1.159E-001,1.300E-006,6.000E-007,1.000E-006,2.659E+000,2.787E+000,2.660E+000,1.169E+002,1.170E+002,1.000E-001,4.600E-009,0.000E+000,5.665E-003,0.000E+000,7.890E-001,0.000E+000,8.670E-001,0.000E+000,5.400E-009,5.400E-009,9.999E-009,4.000E-010,2.661E+000,3.700E-009,4.700E-009,
638,1,7.300E-003,1.100E-006,1.000E-006,7.000E-007,2.676E+000,2.804E+000,2.676E+000,1.174E+002,1.175E+002,1.000E-001,4.800E-009,0.000E+000,5.778E-003,0.000E+000,7.900E-001,0.000E+000,8.690E-001,0.000E+000,4.400E-009,8.300E-009,9.999E-009,2.000E-010,2.676E+000,4.100E-009,5.100E-009,
639,3,6.100E-003,1.100E-006,1.000E-006,1.200E-006,2.669E+000,2.800E+000,2.669E+000,1.174E+002,1.174E+002,0.000E+000,4.300E-009,0.000E+000,5.734E-003,0.000E+000,7.900E-001,0.000E+000,8.700E-001,0.000E+000,4.300E-009,2.000E-007,
640,1,6.100E-003,1.200E-006,1.000E-006,1.100E-006,2.675E+000,2.803E+000,2.676E+000,1.176E+002,1.177E+002,1.000E-001,4.700E-009,0.000E+000,5.737E-003,0.000E+000,7.900E-001,0.000E+000,8.700E-001,0.000E+000,4.400E-009,9.000E-009,9.999E-009,0.000E+000,2.677E+000,4.100E-009,4.800E-009,
641,1,9.100E-003,6.000E-007,1.000E-006,9.000E-007,2.634E+000,2.761E+000,2.633E+000,1.171E+002,1.173E+002,2.000E-001,4.700E-009,0.000E+000,5.628E-003,0.000E+000,7.890E-001,0.000E+000,8.670E-001,0.000E+000,8.000E-009,7.900E-009,9.999E-009,2.000E-010,2.634E+000,3.800E-009,4.600E-009,
642,1,8.400E-003,1.100E-006,1.200E-006,1.000E-006,2.655E+000,2.784E+000,2.655E+000,1.171E+002,1.171E+002,0.000E+000,4.600E-009,0.000E+000,5.682E-003,0.000E+000,7.900E-001,0.000E+000,8.680E-001,0.000E+000,5.400E-009,7.700E-009,9.999E-009,0.000E+000,2.657E+000,4.200E-009,5.000E-009,
643,1,6.200E-003,1.000E-006,6.000E-007,1.000E-006,2.647E+000,2.775E+000,2.647E+000,1.172E+002,1.172E+002,0.000E+000,4.300E-009,1.000E-006,5.660E-003,0.000E+000,7.870E-001,0.000E+000,8.690E-001,0.000E+000,6.000E-009,7.700E-009,9.999E-009,3.000E-010,2.648E+000,4.000E-009,4.700E-009,
644,1,6.700E-003,1.000E-006,1.100E-006,1.000E-006,2.653E+000,2.780E+000,2.654E+000,1.169E+002,1.169E+002,0.000E+000,4.400E-009,0.000E+000,5.554E-003,0.000E+000,7.930E-001,0.000E+000,8.720E-001,0.000E+000,7.000E-009,6.700E-009,9.999E-009,3.000E-010,2.654E+000,3.600E-009,4.600E-009,
645,1,6.200E-003,6.000E-007,1.100E-006,9.000E-007,2.687E+000,2.814E+000,2.687E+000,1.167E+002,1.167E+002,0.000E+000,4.500E-009,0.000E+000,5.572E-003,0.000E+000,7.940E-001,0.000E+000,8.730E-001,0.000E+000,4.800E-009,7.400E-009,9.999E-009,3.000E-010,2.687E+000,3.900E-009,5.100E-009,
646,1,1.020E-002,1.200E-006,8.000E-007,1.000E-006,2.672E+000,2.799E+000,2.673E+000,1.168E+002,1.168E+002,0.000E+000,4.600E-009,0.000E+000,5.572E-003,0.000E+000,7.940E-001,0.000E+000,8.720E-001,0.000E+000,4.900E-009,8.100E-009,9.999E-009,0.000E+000,2.673E+000,4.000E-009,4.300E-009,
647,1,7.100E-003,8.000E-007,1.000E-006,9.000E-007,2.681E+000,2.809E+000,2.680E+000,1.172E+002,1.173E+002,1.000E-001,4.400E-009,0.000E+000,5.701E-003,0.000E+000,7.910E-001,0.000E+000,8.700E-001,0.000E+000,4.700E-009,7.800E-009,9.999E-009,0.000E+000,2.682E+000,4.100E-009,4.900E-009,
648,1,7.200E-003,9.000E-007,9.000E-007,9.000E-007,2.678E+000,2.807E+000,2.678E+000,1.172E+002,1.172E+002,0.000E+000,4.600E-009,0.000E+000,5.732E-003,0.000E+000,7.900E-001,0.000E+000,8.700E-001,0.000E+000,4.900E-009,8.400E-009,9.999E-009,0.000E+000,2.679E+000,4.100E-009,5.000E-009,
649,1,1.230E-002,8.000E-007,9.000E-007,9.000E-007,2.689E+000,2.819E+000,2.690E+000,1.172E+002,1.174E+002,2.000E-001,4.600E-009,0.000E+000,5.732E-003,0.000E+000,7.890E-001,0.000E+000,8.660E-001,0.000E+000,3.900E-009,6.700E-009,9.999E-009,3.000E-010,2.691E+000,3.800E-009,4.900E-009,
650,1,5.400E-003,1.100E-006,5.000E-007,1.200E-006,2.680E+000,2.809E+000,2.681E+000,1.173E+002,1.173E+002,0.000E+000,4.500E-009,0.000E+000,5.740E-003,0.000E+000,7.910E-001,0.000E+000,8.700E-001,0.000E+000,4.500E-009,8.000E-009,9.999E-009,1.000E-010,2.681E+000,3.800E-009,4.600E-009,
651,1,1.130E-002,1.000E-006,9.000E-007,1.000E-006,2.679E+000,2.808E+000,2.680E+000,1.172E+002,1.173E+002,1.000E-001,4.700E-009,0.000E+000,5.725E-003,0.000E+000,7.880E-001,0.000E+000,8.660E-001,0.000E+000,4.500E-009,8.400E-009,9.999E-009,0.000E+000,2.681E+000,4.300E-009,5.100E-009,
652,1,6.900E-003,8.000E-007,1.100E-006,1.000E-006,2.685E+000,2.814E+000,2.684E+000,1.171E+002,1.171E+002,0.000E+000,4.400E-009,0.000E+000,5.717E-003,0.000E+000,7.870E-001,0.000E+000,8.650E-001,0.000E+000,4.200E-009,7.600E-009,9.999E-009,3.000E-010,2.686E+000,4.000E-009,5.300E-009,
653,1,4.800E-003,9.000E-007,1.000E-006,7.000E-007,2.688E+000,2.817E+000,2.688E+000,1.175E+002,1.177E+002,2.000E-001,4.400E-009,0.000E+000,5.756E-003,0.000E+000,7.900E-001,0.000E+000,8.670E-001,0.000E+000,4.300E-009,7.700E-009,9.999E-009,2.000E-010,2.689E+000,3.900E-009,4.700E-009,
654,1,1.090E-002,1.000E-006,1.200E-006,9.000E-007,2.684E+000,2.812E+000,2.683E+000,1.174E+002,1.174E+002,0.000E+000,4.400E-009,0.000E+000,5.742E-003,0.000E+000,7.880E-001,0.000E+000,8.670E-001,0.000E+000,3.800E-009,5.900E-009,9.999E-009,5.000E-010,2.684E+000,3.600E-009,4.600E-009,
655,1,5.600E-003,1.000E-006,1.200E-006,1.000E-006,2.672E+000,2.802E+000,2.673E+000,1.174E+002,1.175E+002,1.000E-001,4.700E-009,0.000E+000,5.665E-003,0.000E+000,7.900E-001,0.000E+000,8.700E-001,0.000E+000,5.300E-009,9.000E-009,9.999E-009,0.000E+000,2.674E+000,4.200E-009,4.800E-009,
656,1,1.020E-002,7.000E-007,7.000E-007,1.000E-006,2.686E+000,2.814E+000,2.687E+000,1.177E+002,1.178E+002,1.000E-001,4.800E-009,0.000E+000,5.745E-003,0.000E+000,7.900E-001,0.000E+000,8.700E-001,0.000E+000,4.600E-009,9.300E-009,9.999E-009,0.000E+000,2.687E+000,4.200E-009,4.800E-009,
657,1,7.900E-003,6.000E-007,1.000E-006,8.000E-007,2.633E+000,2.760E+000,2.633E+000,1.174E+002,1.174E+002,0.000E+000,4.700E-009,0.000E+000,5.568E-003,0.000E+000,7.890E-001,0.000E+000,8.690E-001,0.000E+000,9.000E-009,9.600E-009,9.999E-009,0.000E+000,2.633E+000,4.200E-009,4.800E-009,
658,1,6.800E-003,7.000E-007,8.000E-007,9.000E-007,2.652E+000,2.780E+000,2.651E+000,1.173E+002,1.174E+002,1.000E-001,4.100E-009,0.000E+000,5.668E-003,0.000E+000,7.900E-001,0.000E+000,8.680E-001,0.000E+000,6.200E-009,6.300E-009,9.999E-009,5.000E-010,2.652E+000,3.800E-009,5.000E-009,
659,1,6.700E-003,9.000E-007,9.000E-007,9.000E-007,2.678E+000,2.807E+000,2.678E+000,1.170E+002,1.171E+002,1.000E-001,4.300E-009,0.000E+000,5.614E-003,0.000E+000,7.890E-001,0.000E+000,8.670E-001,0.000E+000,5.000E-009,8.500E-009,9.999E-009,0.000E+000,2.680E+000,4.200E-009,4.600E-009,
660,1,6.500E-003,9.000E-007,1.200E-006,8.000E-007,2.618E+000,2.746E+000,2.618E+000,1.175E+002,1.176E+002,1.000E-001,4.600E-009,1.000E-006,5.638E-003,0.000E+000,7.910E-001,0.000E+000,8.700E-001,0.000E+000,9.700E-009,9.300E-009,9.999E-009,2.000E-010,2.620E+000,4.300E-009,5.100E-009,
661,1,5.500E-003,1.200E-006,6.000E-007,8.000E-007,2.691E+000,2.820E+000,2.692E+000,1.173E+002,1.173E+002,0.000E+000,4.800E-009,0.000E+000,5.645E-003,0.000E+000,7.900E-001,0.000E+000,8.670E-001,0.000E+000,5.100E-009,8.600E-009,9.999E-009,0.000E+000,2.693E+000,4.200E-009,5.000E-009,
662,1,6.100E-003,1.200E-006,1.200E-006,9.000E-007,2.687E+000,2.816E+000,2.688E+000,1.171E+002,1.173E+002,2.000E-001,4.800E-009,0.000E+000,5.686E-003,0.000E+000,7.900E-001,0.000E+000,8.680E-001,0.000E+000,5.000E-009,7.600E-009,9.999E-009,3.000E-010,2.689E+000,3.900E-009,4.900E-009,
663,1,7.200E-003,1.400E-006,5.000E-007,9.000E-007,2.691E+000,2.819E+000,2.691E+000,1.170E+002,1.171E+002,1.000E-001,4.700E-009,0.000E+000,5.668E-003,0.000E+000,7.870E-001,0.000E+000,8.630E-001,0.000E+000,4.700E-009,7.100E-009,9.999E-009,3.000E-010,2.693E+000,3.900E-009,4.700E-009,
664,1,6.000E-003,6.000E-007,7.000E-007,1.000E-006,2.697E+000,2.825E+000,2.697E+000,1.170E+002,1.172E+002,2.000E-001,4.700E-009,0.000E+000,5.737E-003,0.000E+000,7.890E-001,0.000E+000,8.670E-001,0.000E+000,4.700E-009,8.500E-009,9.999E-009,0.000E+000,2.698E+000,4.100E-009,5.000E-009,
665,1,5.500E-003,1.200E-006,1.000E-006,1.000E-006,2.680E+000,2.807E+000,2.680E+000,1.167E+002,1.169E+002,2.000E-001,4.700E-009,0.000E+000,5.676E-003,0.000E+000,7.900E-001,0.000E+000,8.700E-001,0.000E+000,5.300E-009,9.000E-009,9.999E-009,0.000E+000,2.680E+000,4.100E-009,4.700E-009,
666,1,5.400E-003,8.000E-007,1.100E-006,1.000E-006,2.686E+000,2.813E+000,2.686E+000,1.171E+002,1.171E+002,0.000E+000,4.800E-009,0.000E+000,5.713E-003,0.000E+000,7.910E-001,0.000E+000,8.690E-001,0.000E+000,4.900E-009,8.600E-009,9.999E-009,2.000E-010,2.686E+000,4.100E-009,5.100E-009,
667,1,4.400E-003,1.000E-006,1.200E-006,1.100E-006,2.612E+000,2.739E+000,2.612E+000,1.167E+002,1.168E+002,1.000E-001,4.900E-009,0.000E+000,5.637E-003,0.000E+000,7.900E-001,0.000E+000,8.690E-001,0.000E+000,1.330E-008,7.800E-009,9.999E-009,1.000E-010,2.614E+000,3.900E-009,5.100E-009,
668,1,4.600E-003,9.000E-007,1.400E-006,1.000E-006,2.667E+000,2.795E+000,2.667E+000,1.166E+002,1.168E+002,2.000E-001,4.200E-009,0.000E+000,5.677E-003,0.000E+000,7.910E-001,0.000E+000,8.700E-001,0.000E+000,5.500E-009,5.400E-009,9.999E-009,3.000E-010,2.668E+000,3.900E-009,4.900E-009,
669,1,5.000E-003,3.000E-007,1.000E-006,7.000E-007,2.701E+000,2.828E+000,2.701E+000,1.167E+002,1.168E+002,1.000E-001,4.800E-009,0.000E+000,5.638E-003,0.000E+000,7.890E-001,0.000E+000,8.660E-001,0.000E+000,4.200E-009,5.600E-009,9.999E-009,3.000E-010,2.701E+000,3.900E-009,5.000E-009,
670,1,6.500E-003,1.000E-006,4.000E-007,9.000E-007,2.605E+000,2.732E+000,2.605E+000,1.171E+002,1.173E+002,2.000E-001,4.600E-009,0.000E+000,5.668E-003,0.000E+000,7.910E-001,0.000E+000,8.710E-001,0.000E+000,1.320E-008,8.100E-009,9.999E-009,2.000E-010,2.605E+000,4.000E-009,5.100E-009,
671,1,5.500E-003,1.000E-006,8.000E-007,1.000E-006,2.684E+000,2.813E+000,2.684E+000,1.171E+002,1.173E+002,2.000E-001,4.600E-009,0.000E+000,5.668E-003,0.000E+000,7.880E-001,0.000E+000,8.660E-001,0.000E+000,4.600E-009,7.700E-009,9.999E-009,0.000E+000,2.686E+000,3.900E-009,5.200E-009,
672,1,4.400E-003,1.000E-006,1.000E-006,8.000E-007,2.694E+000,2.823E+000,2.694E+000,1.168E+002,1.169E+002,1.000E-001,4.500E-009,0.000E+000,5.682E-003,0.000E+000,7.890E-001,0.000E+000,8.660E-001,0.000E+000,4.600E-009,9.600E-009,9.999E-009,0.000E+000,2.695E+000,4.000E-009,4.500E-009,
673,1,3.900E-003,7.000E-007,9.000E-007,1.000E-006,2.690E+000,2.820E+000,2.690E+000,1.184E+002,1.185E+002,1.000E-001,4.400E-009,0.000E+000,5.754E-003,0.000E+000,7.900E-001,0.000E+000,8.700E-001,0.000E+000,4.300E-009,7.500E-009,9.999E-009,0.000E+000,2.692E+000,4.200E-009,5.000E-009,
674,1,3.900E-003,9.000E-007,8.000E-007,1.000E-006,2.678E+000,2.807E+000,2.678E+000,1.179E+002,1.178E+002,1.000E-001,4.300E-009,0.000E+000,5.728E-003,0.000E+000,7.890E-001,0.000E+000,8.660E-001,0.000E+000,4.400E-009,8.100E-009,9.999E-009,2.000E-010,2.679E+000,3.900E-009,4.700E-009,
675,1,4.200E-003,8.000E-007,1.100E-006,9.000E-007,2.695E+000,2.825E+000,2.695E+000,1.184E+002,1.184E+002,0.000E+000,4.300E-009,0.000E+000,5.750E-003,0.000E+000,7.920E-001,0.000E+000,8.710E-001,0.000E+000,4.200E-009,7.800E-009,9.999E-009,4.000E-010,2.696E+000,4.000E-009,4.500E-009,
676,1,3.900E-003,9.000E-007,9.000E-007,1.000E-006,2.701E+000,2.831E+000,2.701E+000,1.173E+002,1.177E+002,4.000E-001,4.500E-009,0.000E+000,5.806E-003,0.000E+000,7.910E-001,0.000E+000,8.700E-001,0.000E+000,4.000E-009,7.900E-009,9.999E-009,0.000E+000,2.702E+000,3.900E-009,5.000E-009,
677,1,4.100E-003,7.000E-007,8.000E-007,1.000E-006,2.703E+000,2.832E+000,2.703E+000,1.166E+002,1.168E+002,2.000E-001,4.500E-009,0.000E+000,5.672E-003,0.000E+000,7.900E-001,0.000E+000,8.690E-001,0.000E+000,4.500E-009,8.200E-009,9.999E-009,0.000E+000,2.705E+000,4.100E-009,4.600E-009,
678,1,4.500E-003,5.000E-007,1.000E-006,9.000E-007,2.693E+000,2.822E+000,2.693E+000,1.173E+002,1.174E+002,1.000E-001,4.400E-009,0.000E+000,5.700E-003,0.000E+000,7.910E-001,0.000E+000,8.690E-001,0.000E+000,4.400E-009,8.500E-009,9.999E-009,0.000E+000,2.694E+000,3.900E-009,4.400E-009,
679,1,4.100E-003,1.000E-006,1.000E-006,1.200E-006,2.669E+000,2.796E+000,2.669E+000,1.155E+002,1.154E+002,1.000E-001,4.100E-009,0.000E+000,5.549E-003,0.000E+000,7.880E-001,0.000E+000,8.660E-001,0.000E+000,3.900E-009,7.100E-009,9.999E-009,1.000E-010,2.669E+000,3.800E-009,4.700E-009,
680,1,3.600E-003,1.100E-006,1.300E-006,9.000E-007,2.704E+000,2.832E+000,2.704E+000,1.152E+002,1.132E+002,2.000E+000,4.500E-009,0.000E+000,5.709E-003,0.000E+000,7.900E-001,0.000E+000,8.680E-001,0.000E+000,4.400E-009,7.100E-009,9.999E-009,1.000E-010,2.705E+000,4.000E-009,5.200E-009,
681,1,4.500E-003,9.000E-007,9.000E-007,1.000E-006,2.681E+000,2.809E+000,2.681E+000,1.155E+002,1.157E+002,2.000E-001,4.500E-009,0.000E+000,5.546E-003,0.000E+000,7.880E-001,0.000E+000,8.650E-001,0.000E+000,4.200E-009,6.500E-009,9.999E-009,3.000E-010,2.682E+000,3.800E-009,4.800E-009,
682,1,4.000E-003,1.000E-006,1.000E-006,1.200E-006,2.672E+000,2.801E+000,2.673E+000,1.155E+002,1.156E+002,1.000E-001,4.300E-009,0.000E+000,5.597E-003,0.000E+000,7.890E-001,0.000E+000,8.660E-001,0.000E+000,4.000E-009,7.100E-009,9.999E-009,4.000E-010,2.674E+000,3.600E-009,4.600E-009,
683,1,3.900E-003,9.000E-007,5.000E-007,1.000E-006,2.687E+000,2.815E+000,2.688E+000,1.158E+002,1.157E+002,1.000E-001,4.800E-009,0.000E+000,5.597E-003,0.000E+000,7.890E-001,0.000E+000,8.670E-001,0.000E+000,4.400E-009,7.800E-009,9.999E-009,2.000E-010,2.689E+000,3.900E-009,5.200E-009,
684,1,4.000E-003,8.000E-007,7.000E-007,9.000E-007,2.684E+000,2.813E+000,2.685E+000,1.158E+002,1.158E+002,0.000E+000,4.700E-009,0.000E+000,5.596E-003,0.000E+000,7.880E-001,0.000E+000,8.660E-001,0.000E+000,4.300E-009,7.200E-009,9.999E-009,1.000E-010,2.686E+000,3.900E-009,5.100E-009,
685,1,3.600E-003,8.000E-007,8.000E-007,8.000E-007,2.691E+000,2.820E+000,2.691E+000,1.171E+002,1.173E+002,2.000E-001,4.700E-009,0.000E+000,5.649E-003,0.000E+000,7.900E-001,0.000E+000,8.690E-001,0.000E+000,4.000E-009,7.900E-009,9.999E-009,3.000E-010,2.693E+000,3.700E-009,4.900E-009,
686,1,4.100E-003,2.000E-007,8.000E-007,1.000E-006,2.695E+000,2.824E+000,2.695E+000,1.166E+002,1.167E+002,1.000E-001,4.600E-009,0.000E+000,5.662E-003,0.000E+000,7.890E-001,0.000E+000,8.670E-001,0.000E+000,4.400E-009,7.400E-009,9.999E-009,3.000E-010,2.695E+000,3.900E-009,4.700E-009,
687,1,3.800E-003,1.000E-006,9.000E-007,1.000E-006,2.704E+000,2.834E+000,2.704E+000,1.178E+002,1.178E+002,0.000E+000,4.500E-009,0.000E+000,5.760E-003,0.000E+000,7.910E-001,0.000E+000,8.700E-001,0.000E+000,4.300E-009,7.400E-009,9.999E-009,2.000E-010,2.705E+000,3.900E-009,4.700E-009,
