SheetName,Structure,Origin,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Validation,XML File,Unnamed: 6,UVA,UVA.1,UVA.2,USR,Comments,File:,7G0FN07-92118-01_3_20190121_094231_1061C.stdf,Unnamed: 4,Unnamed: 5,Unnamed: 7,Unnamed: 8,20170927,PinId renamed to PinIndex,dataPOWER used,dataPOWER,FILE,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170114081437.stdf,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170125052513.stdf,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170128170445.stdf,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170206115713.stdf,AP0102_PC6S61_CP2_PC6S61-06G3_20170124154639.stdf,AP0202_P48P98_CP2_P48P98-20F6_20160310175436.stdf,P010A0TBAC-K1-SWF_PCBH24_PCBH24-01G6_20170121055708.stdf,ATH03_AP0202_CKF190004_619ON04E_20160518_12h49m04s_RS_1M.stdf.txt,1_AP0202_1_619ON04E_20160518_12h58m36s_FT_1.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_13h29m20s_FT_1A.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_14h11m29s_FT_1B.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_16h31m45s_RS_2A.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_16h49m41s_RS_3A.stdf.txt,AT10_AP0100A_MY5526709D_737ON40E_20171003_13h40m05s_FT_1A.stdf,STH01_AP0101A_CKG360022_736ON22E_20170922_22h40m55s_FT_1A.stdf,ATH03_AP0102_CKG350016_735ON11E_20170910_14h40m09s_RS_1M.stdf,ATH03_AP0202_CKG080039_708ON39E_20170402_03h12m01s_FT_1A.stdf,ATH10_AP0100A_MY5526709A_737ON37E_20171003_08h29m44s_RS_2A.stdf,STH01_AP0101A_CKG360022_736ON22E_20170922_13h49m55s_FT_1A.stdf,P010A0TBAC-K1-SWF_P4KA33_P4KA33-01F0_20160402053641.stdf,print TEST_TXTs PTR MPR FTR,awk -F': ' '/^PTR|^MPR|^FTR/ { PRINT=1; } /^$/ { PRINT=0; } /^   TEST_TXT:/ { if ( PRINT == 1 ) { print($0); } }',TestCount should be renamed to TestsExecuted
STDF Tran - DataElementMap,,,SDR,18,LASR_ID,,,Site,LaserId,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,SDR,19,EXTR_TYP,,,Site,ExtraEquipmentType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,SDR,20,EXTR_ID,,,Site,ExtraEquipmentId,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PMR,,,Sequence of PMR record 1 .. N,INDEX,Pin,Id,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PMR,1,PMR_INDX,,INDEX,Pin,PinId,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PMR,2,CHAN_TYP,,,Pin,ChannelType,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PMR,3,CHAN_NAM,,,Pin,ChannelName,CLKIN,DIN0,CLKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PMR,4,PHY_NAM,,,Pin,PhysicalPinName,10911,11013,11607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PMR,5,LOG_NAM,,,Pin,LogicalPinName,F3,,F8,LD_COMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PMR,6,HEAD_NUM,,INDEX,Pin,Head,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PMR,7,SITE_NUM,,INDEX,Pin,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WCR,1,WAFR_SIZ,,,Wmc,WaferDiameter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WCR,2,DIE_HT,,,Wmc,DieHeight,4.87,4.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WCR,3,DIE_WID,,,Wmc,DieWidth,3.47,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WCR,4,WF_UNITS,,,Wmc,WaferDieUnits,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WCR,5,WF_FLAT,,,Wmc,FlatOrientation,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WCR,6,CENTER_X,,,Wmc,CenterDieX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WCR,7,CENTER_Y,,,Wmc,CenterDieY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WCR,8,POS_X,,,Wmc,PositiveDirectionX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WCR,9,POS_Y,,,Wmc,PositiveDirectionY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PCR,1,HEAD_NUM,,INDEX,Part,Head,1,1,1,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PCR,2,SITE_NUM,,INDEX,Part,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PCR,3,PART_CNT,,,Part,PartCount,848,643,1037,1800,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PCR,4,RTST_CNT,,,Part,RetestCount,28,21,0,,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PCR,5,ABRT_CNT,,,Part,AbortCount,,,,,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PCR,6,GOOD_CNT,,,Part,GoodCount,820,622,1034,1693,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PCR,7,FUNC_CNT,,,Part,FunctionalCount,,,,,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,HBR,,,Constant for HBR,,Bin,Type,Hardware,Hardware,Hardware,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,HBR,1,HEAD_NUM,,,Bin,Head,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,HBR,2,SITE_NUM,,,Bin,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,HBR,3,HBIN_NUM,,,Bin,Number,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,HBR,4,HBIN_CNT,,,Bin,Count,820,622,1034,1693,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,HBR,5,HBIN_PF,,,Bin,PassFail,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,HBR,6,HBIN_NAM,,,Bin,Name,,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,SBR,,,Constant for SBR,,Bin,Type,Software,Software,Software,Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,SBR,1,HEAD_NUM,,,Bin,Head,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,SBR,2,SITE_NUM,,,Bin,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,SBR,3,SBIN_NUM,,,Bin,Number,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,SBR,4,SBIN_CNT,,,Bin,Count,820,622,1034,1693,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,SBR,5,SBIN_PF,,,Bin,PassFail,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,SBR,6,SBIN_NAM,,,Bin,Name,ALL GO,Pass,Pass,PASS_BIN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,,,Sequence of TSR record 1 .. N,INDEX,Param,Id,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,1,HEAD_NUM,,INDEX,Test,Head,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,2,SITE_NUM,,INDEX,Test,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR/FTR/MPR,3,REC_TYP,"Type of record (TSR, MPR, PTR)",,Param,TestType,M,M,M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,4,TEST_NUM,,INDEX,"Param
Test","TestNumber
PmId",4,0,0,100,PmId Indirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,5,EXEC_CNT,,,Test,ExecutionCount,876,43713,70315,1800,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,6,FAIL_CNT,,,Test,FailCount,10,69,3,0,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,7,ALRM_CNT,,,Test,AlarmCount,4294967295,4294967295,4294967295,0,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,8,TEST_NAM,LAST TSR record per TEST_NUM,,Param,TestName,OS_Bottom_Diode:Continuity,Continuity_Neg1:passVolt_mV[1],Continuity_Neg1:passVolt_mV[1],CONT_NEG_IPIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,9,SEQ_NAME,LAST TSR record per TEST_NUM,,Param,SequencerName,(null),(null),(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,10,TEST_LBL,LAST TSR record per TEST_NUM,,Param,TestLabel,(null),(null),(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,11,OPT_FLAG,,,,,c8,c8,c8,ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,12,TEST_TIM,,,Test,TestAvgTime,0.054310996,0.08434012,0.0713264,,Summary 255: WeightenedAvg(Avgs)  !!!! TBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,13,TEST_MIN,,,Test,TestMinValue,-0.447107,-113.342,-145.56206,,Summary 255: Min(Mins),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,14,TEST_MAX,,,Test,TestMaxValue,-0.003832,1.25098656E8,1.25216344E8,,Summary 255: Max(Maxs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,15,TST_SUMS,,,Test,TestSumValue,-17858.07,8.2749735E10,1.29340883E11,,Summary 255: Sum(Sums),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,TSR,16,TST_SQRS,,,Test,TestSumSqrValue,5694.3647,450.9363,1.34530437E10,,Summary 255: Sum(SumSqrs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WIR,1,HEAD_NUM,,INDEX,Wafer,Head,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WIR,2,SITE_GRP,,INDEX,Wafer,SiteGroup,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WIR,3,START_T,yyyy/mm/dd hh24:mi:ss,,Wafer,StartTime,2013/05/03 23:26:10 [1367623570],2016/03/10 17:54:39 [1457632479],,2017/01/16 00:58:10 [1484528290],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WIR,4,WAFER_ID,,,Wafer,WaferId,22,P48P98-20F6,,11FSC105SEF5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,1,HEAD_NUM,,INDEX,Wafer,Head,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,2,SITE_GRP,,INDEX,Wafer,SiteGroup,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,3,FINISH_T,yyyy/mm/dd hh24:mi:ss,,Wafer,FinishTime,2013/05/04 01:51:16 [1367632276],2016/03/10 20:30:08 [1457641808],,2017/01/16 02:18:42 [1484533122],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,4,PART_CNT,,,Wafer,PartCount,3368,2593,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,5,RTST_CNT,,,Wafer,RetestCount,121,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,6,ABRT_CNT,,,Wafer,AbortCount,,4294967295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,7,GOOD_CNT,,,Wafer,GoodCount,3277,2512,,1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,8,FUNC_CNT,,,Wafer,FunctionalCount,,4294967295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,9,WAFER_ID,overrides WIR,,Wafer,WaferId,22,P48P98-20F6,,11FSC105SEF5,!overrides value from WIR!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,10,FABWF_ID,,,Wafer,FabWaferId,,(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,11,FRAME_ID,,,Wafer,WaferFrameId,,(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,12,MASK_ID,,,Wafer,WaferMaskId,,(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,13,USR_DESC,,,Wafer,WaferUserDesc,,(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,WRR,14,EXC_DESC,,,Wafer,WaferExecDesc,,(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PIR,1,HEAD_NUM,,,Unit,Head,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PIR,2,SITE_NUM,,,Unit,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PRR,1,HEAD_NUM,,,Unit,Head,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PRR,2,SITE_NUM,,,Unit,Site,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PRR,3,PART_FLG,,,Unit,PartFlag,8,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PRR,4,NUM_TEST,,,Unit,TestCount,7,66,68,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PRR,5,HARD_BIN,,,Unit,HardBin,6,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PRR,6,SOFT_BIN,,,Unit,SoftBin,10,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PRR,7,X_COORD,,,Unit,X,24,15,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PRR,8,Y_COORD,,,Unit,Y,1,3,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PRR,9,TEST_T,,,Unit,TestTime,544,10886,6138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PRR,10,PART_ID,,,Unit,PartId,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PRR,11,PART_TXT,,,Unit,PartText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PRR,12,PART_FIX,??? HEX c8ff00,,Unit,PartFix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,1,TEST_NUM,,INDEX,Meas,PmId,78,0,0,201,PmId Indirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,2,HEAD_NUM,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,3,SITE_NUM,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,4,TEST_FLG,"To process must follow this AND mask:
TEST_FLG AND 01010000 (0x50) == 0
if (bit6 == 0 AND bit4 == 0) then { PF = bit7 } else { no PF }",CONDITION,Meas,PF,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,5,PARM_FLG,,,,,c0,c0,c0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,6,RESULT,"To process must follow this AND mask:
TEST_FLG AND 00010010 (0x12) == 0
if (bit1 == 0 AND bit4 == 0) then { Val = RESULT } else { no Val }",CONDITION,Meas,Val,1.25807,-0.796804,-0.681764,-1.1542595E-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,7,TEST_TXT,Only FISRT Record !!!,,Param,TestDescription,FUNC_VR_1V3:General PMU#FB_SENSE,Continuity_Neg2:passVolt_mV[1]#ENLDO,Continuity_Neg2:passVolt_mV[1]#ENLDO,PS1 Power Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,8,ALARM_ID,,,,,,(null),(null),(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,9,OPT_FLAG,,,,,e,e,e,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,10,RES_SCAL,Only FISRT Record !!!,,Param,ResultScale,3,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,11,LLM_SCAL,Only FISRT Record !!!,,Param,LowLimitScale,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,12,HLM_SCAL,Only FISRT Record !!!,,Param,HighLimitScale,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,13,LO_LIMIT,Only FISRT Record !!!,,Param,LowLimit,1.14,-0.9,-0.8,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,14,HI_LIMIT,Only FISRT Record !!!,,Param,HighLimit,1.3,-0.6,-0.3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,15,UNITS,Only FISRT Record !!!,,Param,Units,V,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,16,C_RESFMT,,,,,%7.9f,%7.9f,%7.9f,%5.4f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,17,C_LLMFMT,,,,,%7.9f,%7.9f,%7.9f,%5.3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,18,C_HLMFMT,,,,,%7.9f,%7.9f,%7.9f,%5.3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,19,LO_SPEC,Only FISRT Record !!!,,Param,LowSpecLimit,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,PTR,20,HI_SPEC,Only FISRT Record !!!,,Param,HighSpecLimit,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,1,TEST_NUM,,INDEX,Meas,PmId,4,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,2,HEAD_NUM,,,,,1,1,1,1,PmId Indirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,3,SITE_NUM,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,4,TEST_FLG,"To process must follow this AND mask:
TEST_FLG AND 01010000 (0x50) == 0
if (bit6 == 0 AND bit4 == 0) then { PF = bit7 } else { no PF }",CONDITION,Meas,PF,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,5,PARM_FLG,,,,,c0,c0,c0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,6,RTN_ICNT,,,,,65,70,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,7,RSLT_CNT,,,,,65,70,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,8,RTN_STAT,,,,,0,0,0,0,Only first representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,9,RTN_RSLT,"To process must follow this AND mask:
TEST_FLG AND 00010010 (0x12) == 0
if (bit1 == 0 AND bit4 == 0) then { Val = RTN_RSLT } else { no Val }",CONDITION,Meas,Val,-0.279024,-0.409083,-0.344776,-0.52837574,Only first representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,10,TEST_TXT,Only FISRT Record !!!,,Param,TestDescription,OS_Bottom_Diode:Continuity,Continuity_Neg1:passVolt_mV[1],Continuity_Neg1:passVolt_mV[1],CONT_NEG_IPIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,11,ALARM_ID,,,,,(null),(null),(null),(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,12,OPT_FLAG,,,,,e,e,e,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,13,RES_SCAL,Only FISRT Record !!!,,Param,ResultScale,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,14,LLM_SCAL,Only FISRT Record !!!,,Param,LowLimitScale,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,15,HLM_SCAL,Only FISRT Record !!!,,Param,HighLimitScale,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,16,LO_LIMIT,Only FISRT Record !!!,,Param,LowLimit,-0.8,-0.6,-0.475,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,17,HI_LIMIT,Only FISRT Record !!!,,Param,HighLimit,-0.2,-0.3,-0.25,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,18,START_IN,Only FISRT Record !!!,,Param,InputStart,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,19,INCR_IN,Only FISRT Record !!!,,Param,InputIncrement,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,20,RTN_INDX,,INDEX,Meas,PnId,1,6,1,207,Only first representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,21,UNITS,Only FISRT Record !!!,,Param,Units,V,V,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,22,UNITS_IN,Only FISRT Record !!!,,Param,InputUnits,(null),(null),(null),(null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,23,C_RESFMT,,,,,%7.9f,%7.9f,%7.9f,%5.2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDF Tran - DataElementMap,,,MPR,24,C_LLMFMT,,,,,%7.9f,%7.9f,%7.9f,%5.2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
